ticker,company_name,ma_research_score,ma_rank,ma_band,portfolio_score,acquirability_score,market_data_confidence,integrity_diligence_score,execution_risk_score,leadership_risk_score,combined_diligence_risk,risk_coverage,confirmed_misconduct_count,confirmed_individual_finding_count,strategic_archetype,suggested_transaction_structure,decision_rule,primary_risk_drivers,interpretation
AEON,AEON Biopharma Inc. Class A Common Stock,8.0,614,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
AIM,AIM ImmunoTech Inc. Common Stock,8.0,615,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
AIXC,AIxCrypto Holdings Inc. Common Stock,8.0,616,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
AKAN,Akanda Corp. Common Shares,8.0,617,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
AKTX,Akari Therapeutics plc ADS,8.0,618,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
APUS,Apimeds Pharmaceuticals US Inc. Common Stock,8.0,619,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
ARTL,Artelo Biosciences Inc. Common Stock,8.0,620,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
ASBP,Aspire Biopharma Holdings Inc. Common Stock,8.0,621,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
ATNM,Actinium Pharmaceuticals Inc. (Delaware) Common Stock,8.0,622,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
AYTU,Aytu BioPharma Inc.  Common Stock,8.0,623,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
BDRX,Biodexa Pharmaceuticals plc American Depositary Shs,8.0,624,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
BFRG,Bullfrog AI Holdings Inc. Common Stock,8.0,625,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
BGMS,Bio Green Med Solution Inc. Common Stock,8.0,626,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
BIAF,bioAffinity Technologies Inc. Common Stock,8.0,627,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
BMRA,Biomerica Inc. Common Stock,8.0,628,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
BON,Bon Natural Life Limited Class A Ordinary Shares,8.0,629,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
BTTC,Black Titan Corporation Ordinary Shares,8.0,630,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
BYSI,BeyondSpring Inc. Ordinary Shares,8.0,631,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
CANF,Can-Fite Biopharma Ltd American Depositary Shares each representing two (2) Ordinary Shares,8.0,632,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
CAPS,Capstone Holding Corp. Common Stock,8.0,633,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
CCEL,Cryo-Cell International Inc. Common Stock,8.0,634,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
CDIO,Cardio Diagnostics Holdings Inc. Common stock,8.0,635,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
CDT,CDT Equity Inc. Common Stock,8.0,636,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
CELU,Celularity Inc. Class A Common Stock,8.0,637,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
CLDI,Calidi Biotherapeutics Inc. Common Stock,8.0,638,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
CMMB,Chemomab Therapeutics Ltd. American Depositary Share,8.0,639,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
CRVO,CervoMed Inc. Common Stock,8.0,640,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
CTXR,Citius Pharmaceuticals Inc. Common Stock,8.0,641,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
CUPR,Cuprina Holdings (Cayman) Limited Class A Ordinary Shares,8.0,642,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
CURX,Curanex Pharmaceuticals Inc Common Stock,8.0,643,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
CVKD,Cadrenal Therapeutics Inc. Common Stock,8.0,644,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
CVM,Cel-Sci Corporation Common Stock,8.0,645,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
CYCN,Cyclerion Therapeutics Inc. Common Stock,8.0,646,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
DCOY,Decoy Therapeutics Inc. Common Stock,8.0,647,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
DRMA,Dermata Therapeutics Inc. Common Stock,8.0,648,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
DYAI,Dyadic International Inc. Common Stock,8.0,649,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
ELAB,PMGC Holdings Inc. Common Stock,8.0,650,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
ELUT,Elutia Inc. Class A Common Stock,8.0,651,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
ENVB,Enveric Biosciences Inc. Common Stock,8.0,652,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
ERNA,Ernexa Therapeutics Inc. Common Stock,8.0,653,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
ESLA,Estrella Immunopharma Inc. Common Stock,8.0,654,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
EXOZ,eXoZymes Inc. Common Stock,8.0,655,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
FBLG,FibroBiologics Inc. Common Stock,8.0,656,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
FLNA,Filana Therapeutics Inc. Common Stock,8.0,657,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
GELS,Gelteq Limited Ordinary Shares,8.0,658,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
GOVX,GeoVax Labs Inc. Common Stock,8.0,659,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
GRDX,GridAI Technologies Corp. Common Stock,8.0,660,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
GRI,GRI Bio Inc. Common Stock,8.0,661,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
GRML,Greenland Mines Ltd. Common Stock,8.0,662,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
GTBP,GT Biopharma Inc. Common Stock,8.0,663,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
HYPD,Hyperion DeFi Inc. Common Stock,8.0,664,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
IBO,Impact BioMedical Inc. Common Stock,8.0,665,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
IMCC,IM Cannabis Corp. Common Shares,8.0,666,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
IMRN,Immuron Limited American Depositary Shares,8.0,667,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
INM,InMed Pharmaceuticals Inc. Common Shares,8.0,668,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
INMB,INmune Bio Inc. Common stock,8.0,669,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
IRIX,IRIDEX Corporation Common Stock,8.0,670,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
ISPC,iSpecimen Inc. Common Stock,8.0,671,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
ITOC,iTonic Holdings Ltd Class A Ordinary Shares,8.0,672,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
JAGX,Jaguar Health Inc. Common Stock,8.0,673,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
JUNS,Jupiter Neurosciences Inc. Common Stock,8.0,674,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
KALA,KALA BIO Inc. Common Stock,8.0,675,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
KAPA,Kairos Pharma Ltd. Common Stock,8.0,676,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
LEXX,Lexaria Bioscience Corp. Common Stock,8.0,677,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
LIMN,Liminatus Pharma Inc. Class A Common Stock,8.0,678,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
LITS,Lite Strategy Inc. Common Stock,8.0,679,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
LNAI,Lunai Bioworks Inc. Common Stock,8.0,680,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
LPCN,Lipocine Inc. Common Stock,8.0,681,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
LSTA,Lisata Therapeutics Inc. Common Stock,8.0,682,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
MBIO,Mustang Bio Inc. Common Stock,8.0,683,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
MDCX,Medicus Pharma Ltd. Common Stock  ,8.0,684,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
MGRX,Mangoceuticals Inc. Common Stock,8.0,685,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
MGX,Metagenomi Therapeutics Inc. Common Stock,8.0,686,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
MIRA,MIRA Pharmaceuticals Inc. Common Stock,8.0,687,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
MREO,Mereo BioPharma Group plc American Depositary Shares,8.0,688,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
MTEX,Mannatech Incorporated Common Stock,8.0,689,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
MTNB,Matinas Biopharma Holdings Inc. Common Stock,8.0,690,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
MTVA,MetaVia Inc. Common Stock,8.0,691,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
NAII,Natural Alternatives International Inc. Common Stock,8.0,692,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
NCEL,NewcelX Ltd. Ordinary Shares,8.0,693,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
NCNA,NuCana plc American Depositary Share,8.0,694,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
NDRA,ENDRA Life Sciences Inc. Common Stock,8.0,695,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
NEUP,Neuphoria Therapeutics Inc. Common Stock,8.0,696,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
NIKI,Niki BioSolutions Inc. Common Stock,8.0,697,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
NIVF,NewGenIvf Group Limited Class A Ordinary Shares,8.0,698,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
NNVC,NanoViricides Inc. Common Stock,8.0,699,low,0.0,25.0,10.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
